Simu_round	Time_Greedy	Time_exhaus	Number_Greedy	Number_exhaus	Info	greedy_PE	exhaus_PE	greedy_PIC	exhaus_PIC
733	0	0	0	0	Both_failed	0	0	0	0
734	0	0	1	1		0.7522,0.427,0.5896	0.7522,0.427,0.5896	0.73,0.4918,0.6109	0.73,0.4918,0.6109
735	0	0	3	6	Exhaus	0.7522,0.5616,0.5535,0.6224;0.7522,0.5616,0.5901,0.6346;0.7522,0.5616,0.4527,0.5888	0.5616,0.7522,0.5535,0.6224;0.5616,0.7522,0.5901,0.6346;0.5616,0.7522,0.4527,0.5888;0.5616,0.4518,0.5535,0.5223;0.5616,0.4518,0.5901,0.5345;0.5616,0.4518,0.4527,0.4887	0.73,0.5958,0.5812,0.6357;0.73,0.5958,0.6102,0.6453;0.73,0.5958,0.4992,0.6083	0.5958,0.73,0.5812,0.6357;0.5958,0.73,0.6102,0.6453;0.5958,0.73,0.4992,0.6083;0.5958,0.45,0.5812,0.5423;0.5958,0.45,0.6102,0.552;0.5958,0.45,0.4992,0.515
736	0	0	4	4		0.8288,0.7454,0.7871;0.8288,0.6493,0.739;0.8288,0.2995,0.5641;0.8288,0.4951,0.662	0.7454,0.8288,0.7871;0.6493,0.8288,0.739;0.2995,0.8288,0.5641;0.4951,0.8288,0.662	0.7978,0.7446,0.7712;0.7978,0.672,0.7349;0.7978,0.3142,0.556;0.7978,0.5632,0.6805	0.7446,0.7978,0.7712;0.672,0.7978,0.7349;0.3142,0.7978,0.556;0.5632,0.7978,0.6805
737	0	0	0	0	Both_failed	0	0	0	0
738	0	0	0	0	Both_failed	0	0	0	0
739	0	0	2	2		0.8808,0.5901,0.7354;0.8808,0.8808,0.8808	0.5901,0.8808,0.7354;0.8808,0.8808,0.8808	0.8442,0.6102,0.7272;0.8442,0.8442,0.8442	0.6102,0.8442,0.7272;0.8442,0.8442,0.8442
740	0	0	0	0	Both_failed	0	0	0	0
741	0	0	1	1		0.7029,0.4124,0.5576	0.7029,0.4124,0.5576	0.7014,0.4662,0.5838	0.7014,0.4662,0.5838
742	0	0	0	0	Both_failed	0	0	0	0
743	0	0	0	0	Both_failed	0	0	0	0
744	0	0	0	0	Both_failed	0	0	0	0
745	0	0	0	0	Both_failed	0	0	0	0
746	0	0	0	0	Both_failed	0	0	0	0
747	0	0	2	2		0.8288,0.5141,0.6714;0.8288,0.7522,0.7905	0.8288,0.5141,0.6714;0.8288,0.7522,0.7905	0.7978,0.5862,0.692;0.7978,0.73,0.7639	0.7978,0.5862,0.692;0.7978,0.73,0.7639
748	0	0	0	0	Both_failed	0	0	0	0
749	0	0	0	0	Both_failed	0	0	0	0
750	0	0	0	0	Both_failed	0	0	0	0
751	0	0	1	1		0.7029,0.427,0.4527,0.5275	0.427,0.7029,0.4527,0.5275	0.7014,0.4918,0.4992,0.5641	0.4918,0.7014,0.4992,0.5641
752	0	0	0	0	Both_failed	0	0	0	0
753	0	0	2	2		0.7057,0.6501,0.6779;0.7057,0.4951,0.6004	0.6501,0.7057,0.6779;0.7057,0.4951,0.6004	0.673,0.642,0.6575;0.673,0.5632,0.6181	0.642,0.673,0.6575;0.673,0.5632,0.6181
754	0	0	0	0	Both_failed	0	0	0	0
755	0	0	0	0	Both_failed	0	0	0	0
756	0	0	0	0	Both_failed	0	0	0	0
757	0	0	4	5	Exhaus	0.7454,0.5901,0.6717,0.6691;0.7454,0.5901,0.4518,0.5958;0.7454,0.5901,0.5233,0.6196;0.7454,0.5901,0.4124,0.5826	0.5901,0.6717,0.7454,0.6691;0.5901,0.4518,0.7454,0.5958;0.5901,0.5233,0.7454,0.6196;0.5901,0.4124,0.7454,0.5826;0.6717,0.4518,0.7454,0.623	0.7446,0.6102,0.6756,0.6768;0.7446,0.6102,0.45,0.6016;0.7446,0.6102,0.535,0.6299;0.7446,0.6102,0.4662,0.607	0.6102,0.6756,0.7446,0.6768;0.6102,0.45,0.7446,0.6016;0.6102,0.535,0.7446,0.6299;0.6102,0.4662,0.7446,0.607;0.6756,0.45,0.7446,0.6234
758	0	0	0	0	Both_failed	0	0	0	0
759	0	0	0	0	Both_failed	0	0	0	0
760	0	0	0	0	Both_failed	0	0	0	0
761	0	0	0	0	Both_failed	0	0	0	0
762	0	0	0	0	Both_failed	0	0	0	0
763	0	0	1	1		0.8288,0.4124,0.6206	0.8288,0.4124,0.6206	0.7978,0.4662,0.632	0.7978,0.4662,0.632
764	0	0	0	0	Both_failed	0	0	0	0
765	0	0	0	0	Both_failed	0	0	0	0
766	0	0	0	0	Both_failed	0	0	0	0
767	0	0	0	0	Both_failed	0	0	0	0
768	0	0	0	0	Both_failed	0	0	0	0
769	0	0	0	0	Both_failed	0	0	0	0
770	0	0	0	0	Both_failed	0	0	0	0
771	0	0	0	0	Both_failed	0	0	0	0
772	0	0	2	2		0.8288,0.4124,0.6206;0.8288,0.7522,0.7905	0.4124,0.8288,0.6206;0.7522,0.8288,0.7905	0.7978,0.4662,0.632;0.7978,0.73,0.7639	0.4662,0.7978,0.632;0.73,0.7978,0.7639
773	0	0	1	1		0.2995,0.6501,0.4124,0.454	0.6501,0.2995,0.4124,0.454	0.3142,0.642,0.4662,0.4741	0.642,0.3142,0.4662,0.4741
774	0	0	0	0	Both_failed	0	0	0	0
775	0	0	0	0	Both_failed	0	0	0	0
776	0	0	0	0	Both_failed	0	0	0	0
777	0	0	0	0	Both_failed	0	0	0	0
778	0	0	0	0	Both_failed	0	0	0	0
779	0	0	1	1		0.8808,0.2995,0.5901	0.8808,0.2995,0.5901	0.8442,0.3142,0.5792	0.8442,0.3142,0.5792
780	0	0	0	0	Both_failed	0	0	0	0
781	0	0	0	0	Both_failed	0	0	0	0
782	0	0	1	2	Exhaus	0.6717,0.2995,0.5901,0.4527,0.5035	0.2995,0.6717,0.5901,0.4527,0.5035;0.6717,0.5901,0.427,0.4527,0.5354	0.6756,0.3142,0.6102,0.4992,0.5248	0.3142,0.6756,0.6102,0.4992,0.5248;0.6756,0.6102,0.4918,0.4992,0.5692
783	0	0	0	0	Both_failed	0	0	0	0
784	0	0	0	0	Both_failed	0	0	0	0
785	0	0	2	4	Exhaus	0.7029,0.7522,0.5616,0.6722;0.7029,0.7522,0.2995,0.5849	0.5616,0.7029,0.7522,0.6722;0.5616,0.2995,0.7522,0.5378;0.5616,0.5233,0.7522,0.6124;0.7029,0.2995,0.7522,0.5849	0.7014,0.73,0.5958,0.6757;0.7014,0.73,0.3142,0.5819	0.5958,0.7014,0.73,0.6757;0.5958,0.3142,0.73,0.5467;0.5958,0.535,0.73,0.6203;0.7014,0.3142,0.73,0.5819
786	0	0	3	3		0.8288,0.6717,0.7502;0.8288,0.4124,0.6206;0.8288,0.5535,0.6911	0.6717,0.8288,0.7502;0.4124,0.8288,0.6206;0.8288,0.5535,0.6911	0.7978,0.6756,0.7367;0.7978,0.4662,0.632;0.7978,0.5812,0.6895	0.6756,0.7978,0.7367;0.4662,0.7978,0.632;0.7978,0.5812,0.6895
787	0	0	1	2	Exhaus	0.7454,0.4527,0.5901,0.5961	0.7454,0.6149,0.5901,0.6501;0.7454,0.4527,0.5901,0.5961	0.7446,0.4992,0.6102,0.618	0.7446,0.6454,0.6102,0.6667;0.7446,0.4992,0.6102,0.618
788	0	0	0	0	Both_failed	0	0	0	0
789	0	0	2	2		0.7057,0.4124,0.5591;0.7057,0.4124,0.5591	0.4124,0.7057,0.5591;0.7057,0.4124,0.5591	0.673,0.4662,0.5696;0.673,0.4662,0.5696	0.4662,0.673,0.5696;0.673,0.4662,0.5696
790	0	0	0	0	Both_failed	0	0	0	0
791	0	0	2	2		0.7057,0.7454,0.7255;0.7057,0.5616,0.6337	0.7454,0.7057,0.7255;0.7057,0.5616,0.6337	0.673,0.7446,0.7088;0.673,0.5958,0.6344	0.7446,0.673,0.7088;0.673,0.5958,0.6344
792	0	0	4	5	Exhaus	0.8808,0.4518,0.6663;0.8808,0.4124,0.6466;0.8808,0.7057,0.7932;0.8808,0.2995,0.5901	0.8808,0.4518,0.6663;0.8808,0.4124,0.6466;0.8808,0.7057,0.7932;0.8808,0.2995,0.5901;0.4518,0.7057,0.5788	0.8442,0.45,0.6471;0.8442,0.4662,0.6552;0.8442,0.673,0.7586;0.8442,0.3142,0.5792	0.8442,0.45,0.6471;0.8442,0.4662,0.6552;0.8442,0.673,0.7586;0.8442,0.3142,0.5792;0.45,0.673,0.5615
793	0	0	0	0	Both_failed	0	0	0	0
794	0	0	0	0	Both_failed	0	0	0	0
795	0	0	2	2		0.7454,0.2995,0.4124,0.4858;0.7454,0.2995,0.5141,0.5197	0.7454,0.4124,0.2995,0.4858;0.7454,0.5141,0.2995,0.5197	0.7446,0.3142,0.4662,0.5083;0.7446,0.3142,0.5862,0.5483	0.7446,0.4662,0.3142,0.5083;0.7446,0.5862,0.3142,0.5483
796	0	0	1	1		0.7454,0.7522,0.7488	0.7454,0.7522,0.7488	0.7446,0.73,0.7373	0.7446,0.73,0.7373
797	0	0	0	0	Both_failed	0	0	0	0
798	0	0	2	2		0.6654,0.4951,0.5233,0.5613;0.6654,0.4951,0.427,0.5292	0.4951,0.5233,0.6654,0.5613;0.4951,0.6654,0.427,0.5292	0.6918,0.5632,0.535,0.5967;0.6918,0.5632,0.4918,0.5823	0.5632,0.535,0.6918,0.5967;0.5632,0.6918,0.4918,0.5823
799	0	0	0	0	Both_failed	0	0	0	0
800	0	0	0	0	Both_failed	0	0	0	0
801	0	0	0	0	Both_failed	0	0	0	0
802	0	0	1	2	Exhaus	0.8808,0.7057,0.7932	0.4124,0.7057,0.5591;0.7057,0.8808,0.7932	0.8442,0.673,0.7586	0.4662,0.673,0.5696;0.673,0.8442,0.7586
803	0	0	0	0	Both_failed	0	0	0	0
804	0	0	0	0	Both_failed	0	0	0	0
805	0	0	0	0	Both_failed	0	0	0	0
806	0	0	0	0	Both_failed	0	0	0	0
807	0	0	0	0	Both_failed	0	0	0	0
808	0	0	0	0	Both_failed	0	0	0	0
809	0	0	0	0	Both_failed	0	0	0	0
810	0	0	1	1		0.7057,0.4518,0.5788	0.7057,0.4518,0.5788	0.673,0.45,0.5615	0.673,0.45,0.5615
811	0	0	1	1		0.7029,0.5616,0.6322	0.5616,0.7029,0.6322	0.7014,0.5958,0.6486	0.5958,0.7014,0.6486
812	0	0	0	0	Both_failed	0	0	0	0
813	0	0	1	1		0.5901,0.5616,0.427,0.4527,0.5078	0.427,0.5901,0.4527,0.5616,0.5078	0.6102,0.5958,0.4918,0.4992,0.5492	0.4918,0.6102,0.4992,0.5958,0.5492
814	0	0	0	0	Both_failed	0	0	0	0
815	0	0	0	0	Both_failed	0	0	0	0
816	0	0	2	2		0.7057,0.6501,0.6779;0.7057,0.5901,0.6479	0.7057,0.6501,0.6779;0.7057,0.5901,0.6479	0.673,0.642,0.6575;0.673,0.6102,0.6416	0.673,0.642,0.6575;0.673,0.6102,0.6416
817	0	0	1	1		0.7522,0.2995,0.4527,0.5015	0.4527,0.2995,0.7522,0.5015	0.73,0.3142,0.4992,0.5145	0.4992,0.3142,0.73,0.5145
818	0	0	0	0	Both_failed	0	0	0	0
819	0	0	0	0	Both_failed	0	0	0	0
820	0	0	4	6	Exhaus	0.6717,0.2995,0.4527,0.4746;0.6717,0.2995,0.4527,0.4746;0.6717,0.2995,0.4518,0.4743;0.6717,0.2995,0.4124,0.4612	0.4527,0.4518,0.2995,0.4013;0.4527,0.6717,0.2995,0.4746;0.4527,0.4518,0.2995,0.4013;0.4527,0.6717,0.2995,0.4746;0.4518,0.6717,0.2995,0.4743;0.4124,0.6717,0.2995,0.4612	0.6756,0.3142,0.4992,0.4963;0.6756,0.3142,0.4992,0.4963;0.6756,0.3142,0.45,0.4799;0.6756,0.3142,0.4662,0.4853	0.4992,0.45,0.3142,0.4211;0.4992,0.6756,0.3142,0.4963;0.4992,0.45,0.3142,0.4211;0.4992,0.6756,0.3142,0.4963;0.45,0.6756,0.3142,0.4799;0.4662,0.6756,0.3142,0.4853
821	0	0	0	0	Both_failed	0	0	0	0
822	0	0	0	0	Both_failed	0	0	0	0
823	0	0	2	2		0.6717,0.4951,0.2551,0.474;0.6717,0.4951,0.5901,0.5856	0.6717,0.2551,0.4951,0.474;0.6717,0.4951,0.5901,0.5856	0.6756,0.5632,0.3318,0.5235;0.6756,0.5632,0.6102,0.6163	0.6756,0.3318,0.5632,0.5235;0.6756,0.5632,0.6102,0.6163
824	0	0	0	0	Both_failed	0	0	0	0
825	0	0	1	1		0.5616,0.5901,0.4527,0.5616,0.5415	0.4527,0.5616,0.5616,0.5901,0.5415	0.5958,0.6102,0.4992,0.5958,0.5752	0.4992,0.5958,0.5958,0.6102,0.5752
826	0	0	0	0	Both_failed	0	0	0	0
827	0	0	1	1		0.6654,0.4527,0.5616,0.5599	0.6654,0.4527,0.5616,0.5599	0.6918,0.4992,0.5958,0.5956	0.6918,0.4992,0.5958,0.5956
828	0	0	0	0	Both_failed	0	0	0	0
829	0	0	0	0	Both_failed	0	0	0	0
830	0	0	0	0	Both_failed	0	0	0	0
831	0	0	2	2		0.8808,0.4124,0.6466;0.8808,0.5233,0.7021	0.8808,0.4124,0.6466;0.8808,0.5233,0.7021	0.8442,0.4662,0.6552;0.8442,0.535,0.6896	0.8442,0.4662,0.6552;0.8442,0.535,0.6896
832	0	0	1	1		0.4951,0.2995,0.5535,0.4494	0.5535,0.4951,0.2995,0.4494	0.5632,0.3142,0.5812,0.4862	0.5812,0.5632,0.3142,0.4862
833	0	0	4	6	Exhaus	0.7029,0.4951,0.427,0.5417;0.7029,0.4951,0.4527,0.5502;0.7029,0.5901,0.427,0.5733;0.7029,0.5901,0.4527,0.5819	0.4951,0.7029,0.427,0.5417;0.4951,0.7029,0.4527,0.5502;0.4951,0.427,0.5901,0.5041;0.4951,0.4527,0.5901,0.5126;0.7029,0.427,0.5901,0.5733;0.7029,0.4527,0.5901,0.5819	0.7014,0.5632,0.4918,0.5855;0.7014,0.5632,0.4992,0.5879;0.7014,0.6102,0.4918,0.6011;0.7014,0.6102,0.4992,0.6036	0.5632,0.7014,0.4918,0.5855;0.5632,0.7014,0.4992,0.5879;0.5632,0.4918,0.6102,0.5551;0.5632,0.4992,0.6102,0.5575;0.7014,0.4918,0.6102,0.6011;0.7014,0.4992,0.6102,0.6036
834	0	0	1	1		0.7029,0.6717,0.6873	0.6717,0.7029,0.6873	0.7014,0.6756,0.6885	0.6756,0.7014,0.6885
835	0	0	0	0	Both_failed	0	0	0	0
836	0	0	0	0	Both_failed	0	0	0	0
837	0	0	0	0	Both_failed	0	0	0	0
838	0	0	0	0	Both_failed	0	0	0	0
839	0	0	0	0	Both_failed	0	0	0	0
840	0	0	0	0	Both_failed	0	0	0	0
841	0	0	1	2	Exhaus	0.7522,0.5141,0.6501,0.6388	0.4124,0.5141,0.6501,0.5255;0.5141,0.7522,0.6501,0.6388	0.73,0.5862,0.642,0.6527	0.4662,0.5862,0.642,0.5648;0.5862,0.73,0.642,0.6527
842	0	0	2	2		0.8288,0.5535,0.6911;0.8288,0.6654,0.7471	0.5535,0.8288,0.6911;0.8288,0.6654,0.7471	0.7978,0.5812,0.6895;0.7978,0.6918,0.7448	0.5812,0.7978,0.6895;0.7978,0.6918,0.7448
843	0	0	0	0	Both_failed	0	0	0	0
844	0	0	0	0	Both_failed	0	0	0	0
845	0	0	0	0	Both_failed	0	0	0	0
846	0	0	3	3		0.7057,0.4951,0.6004;0.7057,0.427,0.5664;0.7057,0.4951,0.6004	0.4951,0.7057,0.6004;0.427,0.7057,0.5664;0.7057,0.4951,0.6004	0.673,0.5632,0.6181;0.673,0.4918,0.5824;0.673,0.5632,0.6181	0.5632,0.673,0.6181;0.4918,0.673,0.5824;0.673,0.5632,0.6181
847	0	0	1	1		0.7029,0.6501,0.6493,0.6674	0.6501,0.6493,0.7029,0.6674	0.7014,0.642,0.672,0.6718	0.642,0.672,0.7014,0.6718
848	0	0	0	0	Both_failed	0	0	0	0
849	0	0	0	0	Both_failed	0	0	0	0
850	0	0	0	0	Both_failed	0	0	0	0
851	0	0	0	0	Both_failed	0	0	0	0
852	0	0	0	0	Both_failed	0	0	0	0
853	0	0	1	1		0.7029,0.5901,0.5901,0.6277	0.5901,0.5901,0.7029,0.6277	0.7014,0.6102,0.6102,0.6406	0.6102,0.6102,0.7014,0.6406
854	0	0	0	0	Both_failed	0	0	0	0
855	0	0	1	1		0.6717,0.4124,0.6717,0.5853	0.6717,0.4124,0.6717,0.5853	0.6756,0.4662,0.6756,0.6058	0.6756,0.4662,0.6756,0.6058
856	0	0	0	0	Both_failed	0	0	0	0
857	0	0	2	4	Exhaus	0.7454,0.6501,0.2995,0.565;0.7454,0.7522,0.2995,0.599	0.2995,0.6501,0.7454,0.565;0.2995,0.6501,0.4124,0.454;0.2995,0.7454,0.7522,0.599;0.2995,0.4124,0.7522,0.488	0.7446,0.642,0.3142,0.5669;0.7446,0.73,0.3142,0.5963	0.3142,0.642,0.7446,0.5669;0.3142,0.642,0.4662,0.4741;0.3142,0.7446,0.73,0.5963;0.3142,0.4662,0.73,0.5035
858	0	0	0	0	Both_failed	0	0	0	0
859	0	0	0	0	Both_failed	0	0	0	0
860	0	0	3	3		0.8288,0.4518,0.6403;0.8288,0.6717,0.7502;0.8288,0.427,0.6279	0.4518,0.8288,0.6403;0.6717,0.8288,0.7502;0.427,0.8288,0.6279	0.7978,0.45,0.6239;0.7978,0.6756,0.7367;0.7978,0.4918,0.6448	0.45,0.7978,0.6239;0.6756,0.7978,0.7367;0.4918,0.7978,0.6448
861	0	0	1	1		0.4124,0.5616,0.5233,0.4991	0.5616,0.4124,0.5233,0.4991	0.4662,0.5958,0.535,0.5323	0.5958,0.4662,0.535,0.5323
862	0	0	0	0	Both_failed	0	0	0	0
863	0	0	0	0	Both_failed	0	0	0	0
864	0	0	2	2		0.2995,0.5901,0.5616,0.4837;0.2995,0.2995,0.5616,0.3869	0.2995,0.5616,0.5901,0.4837;0.2995,0.5616,0.2995,0.3869	0.3142,0.6102,0.5958,0.5067;0.3142,0.3142,0.5958,0.4081	0.3142,0.5958,0.6102,0.5067;0.3142,0.5958,0.3142,0.4081
865	0	0	0	0	Both_failed	0	0	0	0
866	0	0	0	0	Both_failed	0	0	0	0
867	0	0	0	0	Both_failed	0	0	0	0
868	0	0	1	1		0.4951,0.4518,0.6501,0.5323	0.4951,0.6501,0.4518,0.5323	0.5632,0.45,0.642,0.5517	0.5632,0.642,0.45,0.5517
869	0	0	5	8	Exhaus	0.8288,0.4124,0.6206;0.8288,0.6717,0.7502;0.8288,0.5535,0.6911;0.8288,0.8808,0.8548;0.8288,0.4527,0.6407	0.4124,0.8288,0.6206;0.4124,0.8808,0.6466;0.8288,0.6717,0.7502;0.8288,0.5535,0.6911;0.8288,0.8808,0.8548;0.8288,0.4527,0.6407;0.6717,0.8808,0.7762;0.5535,0.8808,0.7171	0.7978,0.4662,0.632;0.7978,0.6756,0.7367;0.7978,0.5812,0.6895;0.7978,0.8442,0.821;0.7978,0.4992,0.6485	0.4662,0.7978,0.632;0.4662,0.8442,0.6552;0.7978,0.6756,0.7367;0.7978,0.5812,0.6895;0.7978,0.8442,0.821;0.7978,0.4992,0.6485;0.6756,0.8442,0.7599;0.5812,0.8442,0.7127
870	0	0	0	0	Both_failed	0	0	0	0
871	0	0	0	0	Both_failed	0	0	0	0
872	0	0	0	0	Both_failed	0	0	0	0
873	0	0	0	0	Both_failed	0	0	0	0
874	0	0	2	2		0.7029,0.8808,0.5233,0.7023;0.7029,0.6717,0.5233,0.6326	0.8808,0.7029,0.5233,0.7023;0.7029,0.6717,0.5233,0.6326	0.7014,0.8442,0.535,0.6935;0.7014,0.6756,0.535,0.6373	0.8442,0.7014,0.535,0.6935;0.7014,0.6756,0.535,0.6373
875	0	0	2	2		0.7029,0.4527,0.6654,0.607;0.7029,0.4527,0.4951,0.5502	0.6654,0.4527,0.7029,0.607;0.4527,0.7029,0.4951,0.5502	0.7014,0.4992,0.6918,0.6308;0.7014,0.4992,0.5632,0.5879	0.6918,0.4992,0.7014,0.6308;0.4992,0.7014,0.5632,0.5879
876	0	0	2	6	Exhaus	0.6717,0.4951,0.427,0.5313;0.6717,0.4951,0.5616,0.5761	0.6717,0.427,0.4951,0.5313;0.6717,0.5616,0.4951,0.5761;0.427,0.6501,0.4951,0.5241;0.427,0.5535,0.4951,0.4919;0.6501,0.5616,0.4951,0.5689;0.5616,0.5535,0.4951,0.5367	0.6756,0.5632,0.4918,0.5769;0.6756,0.5632,0.5958,0.6115	0.6756,0.4918,0.5632,0.5769;0.6756,0.5958,0.5632,0.6115;0.4918,0.642,0.5632,0.5657;0.4918,0.5812,0.5632,0.5454;0.642,0.5958,0.5632,0.6003;0.5958,0.5812,0.5632,0.5801
877	0	0	0	0	Both_failed	0	0	0	0
878	0	0	2	2		0.7057,0.427,0.5664;0.7057,0.6149,0.6603	0.7057,0.427,0.5664;0.7057,0.6149,0.6603	0.673,0.4918,0.5824;0.673,0.6454,0.6592	0.673,0.4918,0.5824;0.673,0.6454,0.6592
879	0	0	0	0	Both_failed	0	0	0	0
880	0	0	2	2		0.427,0.3761,0.2995,0.4124,0.3787;0.427,0.6501,0.2995,0.4124,0.4472	0.2995,0.427,0.4124,0.3761,0.3788;0.2995,0.427,0.4124,0.6501,0.4472	0.4918,0.4102,0.3142,0.4662,0.4206;0.4918,0.642,0.3142,0.4662,0.4786	0.3142,0.4918,0.4662,0.4102,0.4206;0.3142,0.4918,0.4662,0.642,0.4786
881	0	0	0	0	Both_failed	0	0	0	0
882	0	0	1	1		0.8288,0.6501,0.7394	0.6501,0.8288,0.7394	0.7978,0.642,0.7199	0.642,0.7978,0.7199
883	0	0	0	0	Both_failed	0	0	0	0
884	0	0	2	2		0.7029,0.4951,0.5901,0.596;0.7029,0.4951,0.2995,0.4992	0.7029,0.5901,0.4951,0.596;0.7029,0.4951,0.2995,0.4992	0.7014,0.5632,0.6102,0.6249;0.7014,0.5632,0.3142,0.5263	0.7014,0.6102,0.5632,0.6249;0.7014,0.5632,0.3142,0.5263
885	0	0	0	0	Both_failed	0	0	0	0
886	0	0	4	5	Exhaus	0.5141,0.4527,0.4518,0.4729;0.5141,0.4527,0.2995,0.4221;0.5141,0.5901,0.4518,0.5187;0.5141,0.5901,0.2995,0.4679	0.4527,0.4518,0.5141,0.4729;0.4527,0.5141,0.2995,0.4221;0.4518,0.5141,0.5901,0.5187;0.4518,0.5141,0.2995,0.4218;0.5141,0.5901,0.2995,0.4679	0.5862,0.4992,0.45,0.5118;0.5862,0.4992,0.3142,0.4665;0.5862,0.6102,0.45,0.5488;0.5862,0.6102,0.3142,0.5035	0.4992,0.45,0.5862,0.5118;0.4992,0.5862,0.3142,0.4665;0.45,0.5862,0.6102,0.5488;0.45,0.5862,0.3142,0.4501;0.5862,0.6102,0.3142,0.5035
887	0	0	1	1		0.7522,0.427,0.5896	0.427,0.7522,0.5896	0.73,0.4918,0.6109	0.4918,0.73,0.6109
888	0	0	1	1		0.7057,0.5616,0.6337	0.5616,0.7057,0.6337	0.673,0.5958,0.6344	0.5958,0.673,0.6344
889	0	0	3	3		0.8288,0.5616,0.6952;0.8288,0.7169,0.7728;0.8288,0.6654,0.7471	0.8288,0.5616,0.6952;0.8288,0.7169,0.7728;0.8288,0.6654,0.7471	0.7978,0.5958,0.6968;0.7978,0.7204,0.7591;0.7978,0.6918,0.7448	0.7978,0.5958,0.6968;0.7978,0.7204,0.7591;0.7978,0.6918,0.7448
890	0	0	0	0	Both_failed	0	0	0	0
891	0	0	4	4		0.8288,0.5535,0.6911;0.8288,0.6149,0.7218;0.8288,0.6149,0.7218;0.8288,0.5233,0.676	0.5535,0.8288,0.6911;0.6149,0.8288,0.7218;0.8288,0.6149,0.7218;0.8288,0.5233,0.676	0.7978,0.5812,0.6895;0.7978,0.6454,0.7216;0.7978,0.6454,0.7216;0.7978,0.535,0.6664	0.5812,0.7978,0.6895;0.6454,0.7978,0.7216;0.7978,0.6454,0.7216;0.7978,0.535,0.6664
892	0	0	0	0	Both_failed	0	0	0	0
893	0	0	0	0	Both_failed	0	0	0	0
894	0	0	0	0	Both_failed	0	0	0	0
895	0	0	0	0	Both_failed	0	0	0	0
896	0	0	6	6		0.4951,0.6501,0.4859,0.5437;0.4951,0.6501,0.4124,0.5192;0.4951,0.3761,0.4859,0.4524;0.4951,0.3761,0.4124,0.4279;0.4951,0.7522,0.4859,0.5777;0.4951,0.7522,0.4124,0.5532	0.6501,0.4859,0.4951,0.5437;0.6501,0.4124,0.4951,0.5192;0.3761,0.4859,0.4951,0.4524;0.3761,0.4124,0.4951,0.4279;0.4859,0.7522,0.4951,0.5777;0.4124,0.7522,0.4951,0.5532	0.5632,0.642,0.5478,0.5843;0.5632,0.642,0.4662,0.5571;0.5632,0.4102,0.5478,0.5071;0.5632,0.4102,0.4662,0.4799;0.5632,0.73,0.5478,0.6137;0.5632,0.73,0.4662,0.5865	0.642,0.5478,0.5632,0.5843;0.642,0.4662,0.5632,0.5571;0.4102,0.5478,0.5632,0.5071;0.4102,0.4662,0.5632,0.4799;0.5478,0.73,0.5632,0.6137;0.4662,0.73,0.5632,0.5865
897	0	0	0	0	Both_failed	0	0	0	0
898	0	0	0	0	Both_failed	0	0	0	0
899	0	0	2	2		0.8288,0.6501,0.7394;0.8288,0.7057,0.7672	0.8288,0.6501,0.7394;0.8288,0.7057,0.7672	0.7978,0.642,0.7199;0.7978,0.673,0.7354	0.7978,0.642,0.7199;0.7978,0.673,0.7354
900	0	0	0	0	Both_failed	0	0	0	0
901	0	0	0	0	Both_failed	0	0	0	0
902	0	0	2	2		0.8808,0.427,0.6539;0.8808,0.4124,0.6466	0.427,0.8808,0.6539;0.4124,0.8808,0.6466	0.8442,0.4918,0.668;0.8442,0.4662,0.6552	0.4918,0.8442,0.668;0.4662,0.8442,0.6552
903	0	0	0	0	Both_failed	0	0	0	0
904	0	0	0	0	Both_failed	0	0	0	0
905	0	0	0	0	Both_failed	0	0	0	0
906	0	0	0	0	Both_failed	0	0	0	0
907	0	0	0	0	Both_failed	0	0	0	0
908	0	0	0	0	Both_failed	0	0	0	0
909	0	0	0	0	Both_failed	0	0	0	0
910	0	0	1	1		0.7454,0.5616,0.6535	0.5616,0.7454,0.6535	0.7446,0.5958,0.6702	0.5958,0.7446,0.6702
911	0	0	1	1		0.7522,0.4124,0.5823	0.7522,0.4124,0.5823	0.73,0.4662,0.5981	0.73,0.4662,0.5981
912	0	0	1	1		0.6717,0.6493,0.4124,0.5778	0.6717,0.6493,0.4124,0.5778	0.6756,0.672,0.4662,0.6046	0.6756,0.672,0.4662,0.6046
913	0	0	0	0	Both_failed	0	0	0	0
914	0	0	0	0	Both_failed	0	0	0	0
915	0	0	0	0	Both_failed	0	0	0	0
916	0	0	0	0	Both_failed	0	0	0	0
917	0	0	2	2		0.8808,0.6717,0.7762;0.8808,0.4124,0.6466	0.8808,0.6717,0.7762;0.8808,0.4124,0.6466	0.8442,0.6756,0.7599;0.8442,0.4662,0.6552	0.8442,0.6756,0.7599;0.8442,0.4662,0.6552
918	0	0	3	3		0.7057,0.4124,0.5591;0.7057,0.4518,0.5788;0.7057,0.7522,0.729	0.7057,0.4124,0.5591;0.7057,0.4518,0.5788;0.7057,0.7522,0.729	0.673,0.4662,0.5696;0.673,0.45,0.5615;0.673,0.73,0.7015	0.673,0.4662,0.5696;0.673,0.45,0.5615;0.673,0.73,0.7015
919	0	0	0	0	Both_failed	0	0	0	0
920	0	0	0	0	Both_failed	0	0	0	0
921	0	0	0	0	Both_failed	0	0	0	0
